
Axis: X --------------------
,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20
Node 8,0.781157,0.357874,0.758222,0.765363,0.2944,0.752004,0.452506,0.4594,0.593192,0.648455,0.943855,0.624182,0.983302,0.240084,0.405619,0.391022,0.276259,0.823438,0.327392,0.808584
Node 9,0.532881,0.113084,0.531007,0.636704,0.500168,0.944617,0.114259,0.575766,0.585298,0.33508,0.916115,0.650361,0.710488,0.369563,0.59716,0.966008,0.892458,0.882722,0.929025,0.55766
Node 10,0.868449,0.877142,0.871449,0.871557,0.869029,0.451048,0.350924,0.524456,0.659046,0.657766,0.852366,0.85178,0.698224,0.776244,0.804465,0.855486,0.853666,0.843768,0.849785,0.854808
Node 11,0.438368,0.886301,0.884736,0.426786,0.889754,0.313353,0.339183,0.312854,0.613632,0.784851,0.780252,0.372505,0.382047,0.843226,0.84457,0.842303,0.838945,0.400682,0.836335,0.837383
Node 12,0.893934,0.899718,0.90117,0.405631,0.297145,0.840162,0.28732,0.829139,0.818328,0.426751,0.416361,0.401387,0.821158,0.82225,0.829637,0.829926,0.818735,0.82039,0.499803,0.75907
Node 13,0.249896,0.393385,0.907482,0.910532,0.269593,0.259668,0.261379,0.239832,0.328958,0.437256,0.45471,0.807603,0.802953,0.812868,0.808008,0.800565,0.815977,0.802457,0.811859,0.805825
Node 14,0.842168,0.907231,0.229359,0.277233,0.266701,0.844429,0.237176,0.238523,0.49637,0.700529,0.792266,0.799081,0.784915,0.771939,0.790404,0.794057,0.781639,0.786171,0.758973,0.746933
Node 15,0.85101,0.344044,0.206289,0.242631,0.217865,0.208977,0.215672,0.21439,0.925009,0.531982,0.520641,0.515993,0.761744,0.751211,0.749333,0.759761,0.764897,0.741081,0.758105,0.562675
Node 16,0.200982,0.205846,0.210709,0.199913,0.183047,0.184536,0.864475,0.181789,0.868189,0.605941,0.549976,0.752213,0.737763,0.743641,0.74325,0.748263,0.730965,0.738728,0.722163,0.592796
Node 17,0.179298,0.196716,0.175195,0.177972,0.181784,0.179732,0.164497,0.878381,0.897795,0.622442,0.565108,0.703221,0.721083,0.717246,0.707914,0.715081,0.724582,0.711866,0.783037,0.568333
Node 18,0.296776,0.176633,0.893681,0.163746,0.172013,0.162224,0.156324,0.158336,0.15215,0.711303,0.700411,0.699367,0.695849,0.693975,0.686467,0.676846,0.6544,0.677018,0.364497,0.553305
Node 19,0.17126,0.176062,0.142797,0.14712,0.145882,0.13965,0.140317,0.146689,0.146231,0.66332,0.651324,0.673427,0.723777,0.665257,0.681273,0.671625,0.665542,0.64694,0.645324,0.606594
Node 20,0.871465,0.781267,0.128093,0.250552,0.110831,0.465176,0.125945,0.120177,0.593707,0.645906,0.854592,0.610333,0.63891,0.713662,0.66045,0.672908,0.833137,0.629857,0.824029,0.409896

Weight Type : Wind  
Node 1,0.129031,0.558125,0.670661,0.179486,0.867764,0.00978309,0.445714,0.655385,0.778942,0.170988,0.401184,0.874268,0.188436,0.473969,0.380366,0.900851,0.549339,0.869561,0.803906,0.885048
Node 2,0.300728,0.0145852,0.910409,0.150714,0.0135392,0.56665,0.268517,0.18869,0.1673,0.0551202,0.654233,0.77289,0.401472,0.297012,0.887222,0.918186,0.585158,0.826558,0.719851,0.898843
Node 3,0.548904,0.307194,0.37271,0.0462485,0.822381,0.39472,0.810369,0.544685,0.221655,0.0203802,0.351121,0.943907,0.629835,0.562614,0.704454,0.607261,0.814816,0.876233,0.030016,0.8141
Node 4,0.627892,0.647769,0.111804,0.735249,0.426971,0.0457384,0.241347,0.000267568,0.0681516,0.134587,0.903616,0.0752528,0.309412,0.02105,0.859424,0.169948,0.970156,0.201685,0.718054,0.892893
Node 5,0.690363,0.0803316,0.593882,0.37337,0.63311,0.124236,0.94072,0.0689019,0.974192,0.627602,0.157655,0.977044,0.522603,0.551313,0.0601191,0.470221,0.315634,0.407576,0.80994,0.472362
Node 6,0.532322,0.658237,0.398132,0.196088,0.569011,0.595515,0.274168,0.159185,0.620775,0.173916,0.215483,0.699137,0.612446,0.762061,0.0309701,0.704441,0.823007,0.283192,0.192205,0.781487
Node 7,0.0470863,0.71309,0.986152,0.575716,0.637321,0.404181,0.283113,0.465841,0.27132,0.204547,0.513655,0.34985,0.786995,0.840622,0.948272,0.741573,0.929994,0.532298,0.873533,0.896529
Node 8,0.357001,0.309216,0.758464,0.185829,0.738636,0.996966,0.00491376,0.436878,0.305725,0.341972,0.375656,0.459616,0.68267,0.243782,0.693972,0.47706,0.351684,0.56355,0.908472,0.678896
Node 9,0.591635,0.477423,0.116897,0.616863,0.235246,0.843607,0.642659,0.660683,0.0884076,0.551858,0.757862,0.233296,0.355348,0.324137,0.146559,0.0441326,0.913416,0.935193,0.701992,0.0391867
Node 10,0.614264,0.653178,0.633038,0.676998,0.6625,0.565556,0.660289,0.644821,0.659927,0.676716,0.60151,0.344179,0.596944,0.632793,0.604087,0.791281,0.800555,0.812232,0.864652,0.371143
Node 11,0.834046,0.593404,0.871247,0.989557,0.386081,0.653982,0.523078,0.433959,0.0750182,0.945637,0.152235,0.948622,0.543182,0.962715,0.924201,0.914654,0.707333,0.178864,0.680202,0.499286
Node 12,0.0666524,0.824254,0.595776,0.928214,0.985335,0.707723,0.298328,0.0997348,0.29354,0.55259,0.537417,0.759426,0.0504543,0.814895,0.0015289,0.954128,0.813212,0.452804,0.375083,0.98397
Node 13,0.255425,0.615946,0.229422,0.57119,0.479073,0.723409,0.841541,0.464511,0.863502,0.899171,0.534295,0.197804,0.795285,0.233694,0.631842,0.2218,0.122684,0.840441,0.624075,0.127606
Node 14,0.678485,0.176068,0.633784,0.180758,0.714927,0.59304,0.7803,0.884579,0.594505,0.593406,0.533382,0.791577,0.580368,0.752515,0.651081,0.281647,0.0700903,0.781388,0.79534,0.525811
Node 15,0.11654,0.696518,0.419079,0.354267,0.579617,0.565846,0.0185151,0.24747,0.752593,0.799649,0.344467,0.169025,0.806813,0.455108,0.666389,0.459114,0.89851,0.523298,0.682901,0.507228
Node 16,0.281474,0.667341,0.172538,0.422944,0.269331,0.380492,0.978493,0.423498,0.391186,0.0328922,0.421096,0.156903,0.584367,0.775739,0.731771,0.679368,0.768039,0.771638,0.602231,0.305762
Node 17,0.641418,0.719869,0.442656,0.0518727,0.0503506,0.145325,0.442608,0.887217,0.765998,0.419877,0.0284256,0.517143,0.0193828,0.98491,0.81086,0.912983,0.635546,0.743773,0.616686,0.309
Node 18,0.11106,0.092912,0.698057,0.884887,0.478651,0.560418,0.713338,0.852551,0.302688,0.520748,0.573174,0.165962,0.649268,0.954372,0.745547,0.57278,0.374674,0.721083,0.113561,0.226542
Node 19,0.575935,0.315738,0.979714,0.578142,0.547245,0.575168,0.310409,0.765354,0.0859952,0.305004,0.81444,0.219158,0.492164,0.295188,0.949221,0.705611,0.104814,0.692888,0.448496,0.522009
Node 20,0.719453,0.201604,0.465282,0.0661079,0.729999,0.0751804,0.923796,0.497128,0.339109,0.375498,0.174123,0.707315,0.680616,0.462589,0.543359,0.322794,0.197823,0.185916,0.876995,0.952471

Axis: Z --------------------
,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20
Weight Type : Distance  
Node 1,0.978946,0.51077,0.665325,0.362141,0.831494,0.650435,0.659055,0.636069,0.645258,0.85762,0.0166628,0.421046,0.730013,0.282601,0.297805,0.637987,0.487872,0.461939,0.527481,0.468991
Node 2,0.974879,0.951166,0.317006,0.171051,0.660317,0.189904,0.625796,0.646024,0.647179,0.657634,0.908242,0.626789,0.42731,0.162454,0.653093,0.143437,0.873202,0.110856,0.522542,0.424021
Node 3,0.125838,0.0951293,0.571315,0.01285,0.906687,0.899276,0.564469,0.648215,0.648959,0.660364,0.966813,0.0993154,0.195012,0.748371,0.838206,0.489117,0.0852407,0.84011,0.237821,0.162656
Node 4,0.613675,0.495449,0.221782,0.978776,0.662546,0.365115,0.644741,0.649667,0.650864,0.661675,0.578787,0.370703,0.82768,0.0803332,0.92204,0.621925,0.332177,0.933537,0.898214,0.819437
Node 5,0.6304,0.396985,0.433357,0.0759513,0.906331,0.406949,0.55945,0.651876,0.652302,0.659224,0.477335,0.115236,0.0578903,0.522835,0.480778,0.553691,0.122884,0.98765,0.136657,0.514616
Node 6,0.629548,0.765352,0.0137752,0.934784,0.535083,0.861815,0.603419,0.653014,0.656693,0.659602,0.384851,0.431018,0.803175,0.0924029,0.879018,0.82053,0.199412,0.0262633,0.882683,0.584992
Node 7,0.920151,0.532407,0.378277,0.905033,0.324285,0.804354,0.672291,0.653446,0.657283,0.662162,0.536262,0.947762,0.0282092,0.158157,0.275506,0.737114,0.678466,0.706909,0.319322,0.0784117
Node 8,0.884773,0.152275,0.426441,0.671472,0.784182,0.796196,0.0994488,0.662918,0.658813,0.65906,0.301956,0.604499,0.190978,0.109167,0.0722397,0.789616,0.870624,0.712808,0.127129,0.355707
Node 9,0.935897,0.0616795,0.0498709,0.722702,0.381342,0.258403,0.155727,0.867292,0.659046,0.659046,0.629064,0.44096,0.741676,0.0823583,0.0256689,0.0110776,0.746031,0.924136,0.734055,0.143787
Node 10,0.872054,0.138315,0.489499,0.547435,0.0941959,0.560695,0.637839,0.678021,0.659046,0.659046,0.519856,0.246381,0.643095,0.344716,0.738763,0.682944,0.515334,0.46233,0.789936,0.883668
Node 11,0.4636,0.751018,0.261245,0.851053,0.771315,0.921238,0.528971,0.532224,0.657375,0.657806,0.265991,0.409478,0.381241,0.423533,0.752686,0.206526,0.2946,0.201202,0.584343,0.717163
Node 12,0.664685,0.495487,0.868779,0.687134,0.261171,0.710713,0.507968,0.661439,0.653897,0.655686,0.657382,0.813342,0.434942,0.578452,0.956831,0.488134,0.322962,0.838591,0.626532,0.955998
Node 13,0.771429,0.209291,0.02216,0.817135,0.782133,0.254448,0.74264,0.706263,0.649194,0.651913,0.884417,0.119013,0.673186,0.709066,0.535962,0.681625,0.701763,0.122317,0.106265,0.377102
Node 14,0.39445,0.35994,0.581062,0.152163,0.501443,0.726334,0.300541,0.500395,0.647591,0.648479,0.352288,0.281467,0.648944,0.2918,0.173217,0.632138,0.123918,0.324178,0.454233,0.187818
Node 15,0.714894,0.399736,0.941378,0.333422,0.791935,0.228292,0.227213,0.647964,0.645246,0.645653,0.126184,0.641781,0.258226,0.439854,0.727724,0.864731,0.562274,0.555747,0.72084,0.0047818
Node 16,0.729589,0.181181,0.0839238,0.295075,0.135229,0.649041,0.733567,0.623754,0.659302,0.643135,0.226089,0.439219,0.733125,0.679932,0.105569,0.461709,0.385696,0.0197172,0.992093,0.690226
Node 17,0.147173,0.0266797,0.00400257,0.153284,0.140166,0.39591,0.607867,0.384396,0.659306,0.644992,0.489945,0.0869861,0.437595,0.539523,0.542876,0.672359,0.871642,0.790537,0.561362,0.389458
Node 18,0.836223,0.546287,0.740581,0.265172,0.645222,0.593441,0.571081,0.573942,0.63346,0.653046,0.223913,0.0554092,0.434706,0.538482,0.0197515,0.598868,0.58397,0.218099,0.0757386,0.613256
Node 19,0.732353,0.797256,0.723823,0.801452,0.373665,0.84255,0.794329,0.557607,0.59329,0.649087,0.358509,0.706287,0.294144,0.678648,0.0238316,0.802153,0.584729,0.548224,0.375755,0.708939
Node 20,0.673058,0.879128,0.659734,0.67648,0.110184,0.133977,0.29721,0.634537,0.727091,0.61516,0.329337,0.922163,0.108692,0.0252691,0.382192,0.171372,0.948687,0.85369,0.24722,0.563855

Weight Type : Speed  
Node 1,0.659061,0.650478,0.801016,0.659048,0.659048,0.886167,0.217694,0.871006,0.494438,0.679905,0.768209,0.121075,0.622666,0.658662,0.38112,0.921249,0.426657,0.98226,0.0281608,0.660837
Node 2,0.289748,0.697885,0.0429671,0.938915,0.291769,0.236814,0.961284,0.192906,0.0478085,0.285212,0.976411,0.960379,0.540896,0.333495,0.603631,0.787519,0.14483,0.496523,0.647374,0.426189
Node 3,0.657998,0.566211,0.516213,0.89729,0.999769,0.765316,0.819998,0.80216,0.489699,0.171137,0.321219,0.60077,0.592496,0.277898,0.53711,0.0754717,0.433296,0.666547,0.383483,0.69904
Node 4,0.586779,0.250726,0.475694,0.125759,0.0221835,0.516912,0.839952,0.524311,0.41067,0.0827523,0.677355,0.971207,0.369471,0.976511,0.774411,0.623515,0.255891,0.382768,0.653795,0.889643
Node 5,0.659053,0.65905,0.0590921,0.316901,0.726885,0.871748,0.867273,0.602199,0.516174,0.323465,0.0226516,0.131624,0.408868,0.160192,0.586082,0.206573,0.738951,0.958162,0.493134,0.110345
Node 6,0.393283,0.400471,0.115011,0.798785,0.0902914,0.798445,0.215943,0.99482,0.60217,0.814169,0.40082,0.218609,0.450761,0.352946,0.646809,0.284495,0.361615,0.094427,0.0127032,0.483497
Node 7,0.679641,0.631154,0.119758,0.170102,0.165014,0.683289,0.49776,0.972107,0.551305,0.358254,0.390081,0.342251,0.0582435,0.924044,0.111465,0.670398,0.980123,0.064972,0.552303,0.675021
Node 8,0.641682,0.0885692,0.923135,0.292721,0.0689955,0.0524223,0.333149,0.784558,0.759138,0.279674,0.296399,0.277915,0.446412,0.231947,0.759518,0.462668,0.154839,0.208444,0.744665,0.687073
Node 9,0.659558,0.659901,0.6592,0.659184,0.65921,0.659219,0.659229,0.659095,0.659046,0.659046,0.659091,0.659074,0.659103,0.659048,0.659146,0.659057,0.659059,0.65906,0.65908,0.65908
Node 10,0.673579,0.659068,0.659065,0.663161,0.659099,0.659057,0.659049,0.663708,0.659046,0.659046,0.659057,0.659079,0.65909,0.659103,0.659128,0.659154,0.659178,0.659444,0.659284,0.659276
Node 11,0.690597,0.157393,0.779619,0.461137,0.664286,0.876333,0.460627,0.0347812,0.0845347,0.0754986,0.215567,0.349864,0.861116,0.466583,0.28933,0.37056,0.900842,0.975932,0.224619,0.686398
Node 12,0.672767,0.412389,0.0986442,0.101158,0.569212,0.430069,0.468804,0.41076,0.709227,0.254793,0.121095,0.195444,0.655391,0.142954,0.21501,0.738439,0.760555,0.0415508,0.918674,0.0538034
Node 13,0.764554,0.418142,0.127953,0.820868,0.0592235,0.729476,0.363311,0.00423644,0.740523,0.497541,0.438142,0.878074,0.791522,0.461785,0.99234,0.673448,0.239988,0.776259,0.484853,0.567463
Node 14,0.653481,0.720436,0.73897,0.557976,0.681721,0.892445,0.634095,0.667412,0.391895,0.35348,0.0377525,0.52012,0.5708,0.692134,0.571579,0.635865,0.00742826,0.477399,0.30505,0.0343647
Node 15,0.659052,0.0690906,0.970686,0.0439232,0.659083,0.254449,0.794504,0.808144,0.713137,0.679652,0.535439,0.884442,0.975937,0.54501,0.827509,0.1531,0.576037,0.532574,0.418466,0.755624
Node 16,0.266068,0.434924,0.398674,0.281143,0.379005,0.453872,0.0139752,0.91961,0.936931,0.63784,0.156294,0.800544,0.0469171,0.426664,0.125719,0.236077,0.927747,0.77256,0.757822,0.0870341
Node 17,0.411268,0.806021,0.509965,0.970829,0.262086,0.51538,0.600334,0.52989,0.159385,0.408801,0.793465,0.479392,0.684589,0.627434,0.925997,0.653034,0.158651,0.478501,0.76642,0.765608
Node 18,0.672684,0.857042,0.302543,0.111125,0.155719,0.525096,0.0504564,0.915228,0.823307,0.717046,0.47873,0.560655,0.850737,0.039885,0.141586,0.404504,0.614618,0.137161,0.614818,0.406037
Node 19,0.659076,0.0853336,0.828183,0.283787,0.542722,0.991314,0.888035,0.420706,0.97297,0.759918,0.983944,0.236117,0.633388,0.499993,0.473043,0.243207,0.485902,0.53797,0.735865,0.51082
Node 20,0.658866,0.507583,0.897412,0.748293,0.641653,0.484517,0.00720698,0.732097,0.749107,0.634718,0.772084,0.293016,0.146105,0.345132,0.435462,0.582625,0.32948,0.305617,0.896846,0.83782

Weight Type : Acel  
Node 1,0.204315,0.670473,0.0332086,0.24026,0.399247,0.721405,0.76402,0.895351,0.430042,0.718524,0.202119,0.898458,0.828843,0.0548431,0.18686,0.214291,0.988896,0.401259,0.849311,0.148129
Node 2,0.203007,0.729871,0.220037,0.708,0.864102,0.819716,0.983372,0.246165,0.171651,0.713678,0.47193,0.598641,0.187693,0.0953207,0.495092,0.441525,0.586229,0.0543875,0.0952322,0.082866
Node 3,0.93972,0.209729,0.82543,0.408828,0.886447,0.658398,0.642413,0.202907,0.0224776,0.719668,0.00848566,0.556943,0.861992,0.942727,0.296193,0.592673,0.70972,0.346785,0.0894671,0.212588
Node 4,0.789241,0.36236,0.47501,0.0988376,0.470881,0.442484,0.917659,0.678922,0.942985,0.812585,0.813489,0.27694,0.170289,0.327778,0.314394,0.169135,0.48315,0.906344,0.517909,0.762475
Node 5,0.641392,0.508123,0.616015,0.615048,0.716509,0.126575,0.0966744,0.516986,0.635971,0.763272,0.591854,0.350702,0.733404,0.853553,0.465782,0.949161,0.148362,0.11211,0.73719,0.670955
Node 6,0.419469,0.267237,0.429288,0.910924,0.114671,0.652505,0.941226,0.265072,0.84234,0.124611,0.534783,0.568531,0.486997,0.276144,0.530054,0.525323,0.0133833,0.412029,0.303854,0.148664
Node 7,0.68265,0.258385,0.684624,0.730574,0.0244058,0.872562,0.837555,0.559522,0.408368,0.723095,0.233713,0.10488,0.559379,0.408334,0.796879,0.886916,0.859534,0.982494,0.821894,0.751083
Node 8,0.781157,0.357874,0.758222,0.765363,0.2944,0.752004,0.452506,0.4594,0.593192,0.648455,0.943855,0.624182,0.983302,0.240084,0.405619,0.391022,0.276259,0.823438,0.327392,0.808584
Node 9,0.532881,0.113084,0.531007,0.636704,0.500168,0.944617,0.114259,0.575766,0.585298,0.33508,0.916115,0.650361,0.710488,0.369563,0.59716,0.966008,0.892458,0.882722,0.929025,0.55766
Node 10,0.868449,0.877142,0.871449,0.871557,0.869029,0.451048,0.350924,0.524456,0.659046,0.657766,0.852366,0.85178,0.698224,0.776244,0.804465,0.855486,0.853666,0.843768,0.849785,0.854808
Node 11,0.438368,0.886301,0.884736,0.426786,0.889754,0.313353,0.339183,0.312854,0.613632,0.784851,0.780252,0.372505,0.382047,0.843226,0.84457,0.842303,0.838945,0.400682,0.836335,0.837383
Node 12,0.893934,0.899718,0.90117,0.405631,0.297145,0.840162,0.28732,0.829139,0.818328,0.426751,0.416361,0.401387,0.821158,0.82225,0.829637,0.829926,0.818735,0.82039,0.499803,0.75907
Node 13,0.249896,0.393385,0.907482,0.910532,0.269593,0.259668,0.261379,0.239832,0.328958,0.437256,0.45471,0.807603,0.802953,0.812868,0.808008,0.800565,0.815977,0.802457,0.811859,0.805825
Node 14,0.842168,0.907231,0.229359,0.277233,0.266701,0.844429,0.237176,0.238523,0.49637,0.700529,0.792266,0.799081,0.784915,0.771939,0.790404,0.794057,0.781639,0.786171,0.758973,0.746933
Node 15,0.85101,0.344044,0.206289,0.242631,0.217865,0.208977,0.215672,0.21439,0.925009,0.531982,0.520641,0.515993,0.761744,0.751211,0.749333,0.759761,0.764897,0.741081,0.758105,0.562675
Node 16,0.200982,0.205846,0.210709,0.199913,0.183047,0.184536,0.864475,0.181789,0.868189,0.605941,0.549976,0.752213,0.737763,0.743641,0.74325,0.748263,0.730965,0.738728,0.722163,0.592796
Node 17,0.179298,0.196716,0.175195,0.177972,0.181784,0.179732,0.164497,0.878381,0.897795,0.622442,0.565108,0.703221,0.721083,0.717246,0.707914,0.715081,0.724582,0.711866,0.783037,0.568333
Node 18,0.296776,0.176633,0.893681,0.163746,0.172013,0.162224,0.156324,0.158336,0.15215,0.711303,0.700411,0.699367,0.695849,0.693975,0.686467,0.676846,0.6544,0.677018,0.364497,0.553305
Node 19,0.17126,0.176062,0.142797,0.14712,0.145882,0.13965,0.140317,0.146689,0.146231,0.66332,0.651324,0.673427,0.723777,0.665257,0.681273,0.671625,0.665542,0.64694,0.645324,0.606594
Node 20,0.871465,0.781267,0.128093,0.250552,0.110831,0.465176,0.125945,0.120177,0.593707,0.645906,0.854592,0.610333,0.63891,0.713662,0.66045,0.672908,0.833137,0.629857,0.824029,0.409896

Weight Type : Wind  
Node 1,0.129031,0.558125,0.670661,0.179486,0.867764,0.00978309,0.445714,0.655385,0.778942,0.170988,0.401184,0.874268,0.188436,0.473969,0.380366,0.900851,0.549339,0.869561,0.803906,0.885048
Node 2,0.300728,0.0145852,0.910409,0.150714,0.0135392,0.56665,0.268517,0.18869,0.1673,0.0551202,0.654233,0.77289,0.401472,0.297012,0.887222,0.918186,0.585158,0.826558,0.719851,0.898843
Node 3,0.548904,0.307194,0.37271,0.0462485,0.822381,0.39472,0.810369,0.544685,0.221655,0.0203802,0.351121,0.943907,0.629835,0.562614,0.704454,0.607261,0.814816,0.876233,0.030016,0.8141
Node 4,0.627892,0.647769,0.111804,0.735249,0.426971,0.0457384,0.241347,0.000267568,0.0681516,0.134587,0.903616,0.0752528,0.309412,0.02105,0.859424,0.169948,0.970156,0.201685,0.718054,0.892893
Node 5,0.690363,0.0803316,0.593882,0.37337,0.63311,0.124236,0.94072,0.0689019,0.974192,0.627602,0.157655,0.977044,0.522603,0.551313,0.0601191,0.470221,0.315634,0.407576,0.80994,0.472362
Node 6,0.532322,0.658237,0.398132,0.196088,0.569011,0.595515,0.274168,0.159185,0.620775,0.173916,0.215483,0.699137,0.612446,0.762061,0.0309701,0.704441,0.823007,0.283192,0.192205,0.781487
Node 7,0.0470863,0.71309,0.986152,0.575716,0.637321,0.404181,0.283113,0.465841,0.27132,0.204547,0.513655,0.34985,0.786995,0.840622,0.948272,0.741573,0.929994,0.532298,0.873533,0.896529
Node 8,0.357001,0.309216,0.758464,0.185829,0.738636,0.996966,0.00491376,0.436878,0.305725,0.341972,0.375656,0.459616,0.68267,0.243782,0.693972,0.47706,0.351684,0.56355,0.908472,0.678896
Node 9,0.591635,0.477423,0.116897,0.616863,0.235246,0.843607,0.642659,0.660683,0.0884076,0.551858,0.757862,0.233296,0.355348,0.324137,0.146559,0.0441326,0.913416,0.935193,0.701992,0.0391867
Node 10,0.614264,0.653178,0.633038,0.676998,0.6625,0.565556,0.660289,0.644821,0.659927,0.676716,0.60151,0.344179,0.596944,0.632793,0.604087,0.791281,0.800555,0.812232,0.864652,0.371143
Node 11,0.834046,0.593404,0.871247,0.989557,0.386081,0.653982,0.523078,0.433959,0.0750182,0.945637,0.152235,0.948622,0.543182,0.962715,0.924201,0.914654,0.707333,0.178864,0.680202,0.499286
Node 12,0.0666524,0.824254,0.595776,0.928214,0.985335,0.707723,0.298328,0.0997348,0.29354,0.55259,0.537417,0.759426,0.0504543,0.814895,0.0015289,0.954128,0.813212,0.452804,0.375083,0.98397
Node 13,0.255425,0.615946,0.229422,0.57119,0.479073,0.723409,0.841541,0.464511,0.863502,0.899171,0.534295,0.197804,0.795285,0.233694,0.631842,0.2218,0.122684,0.840441,0.624075,0.127606
Node 14,0.678485,0.176068,0.633784,0.180758,0.714927,0.59304,0.7803,0.884579,0.594505,0.593406,0.533382,0.791577,0.580368,0.752515,0.651081,0.281647,0.0700903,0.781388,0.79534,0.525811
Node 15,0.11654,0.696518,0.419079,0.354267,0.579617,0.565846,0.0185151,0.24747,0.752593,0.799649,0.344467,0.169025,0.806813,0.455108,0.666389,0.459114,0.89851,0.523298,0.682901,0.507228
Node 16,0.281474,0.667341,0.172538,0.422944,0.269331,0.380492,0.978493,0.423498,0.391186,0.0328922,0.421096,0.156903,0.584367,0.775739,0.731771,0.679368,0.768039,0.771638,0.602231,0.305762
Node 17,0.641418,0.719869,0.442656,0.0518727,0.0503506,0.145325,0.442608,0.887217,0.765998,0.419877,0.0284256,0.517143,0.0193828,0.98491,0.81086,0.912983,0.635546,0.743773,0.616686,0.309
Node 18,0.11106,0.092912,0.698057,0.884887,0.478651,0.560418,0.713338,0.852551,0.302688,0.520748,0.573174,0.165962,0.649268,0.954372,0.745547,0.57278,0.374674,0.721083,0.113561,0.226542
Node 19,0.575935,0.315738,0.979714,0.578142,0.547245,0.575168,0.310409,0.765354,0.0859952,0.305004,0.81444,0.219158,0.492164,0.295188,0.949221,0.705611,0.104814,0.692888,0.448496,0.522009
Node 20,0.719453,0.201604,0.465282,0.0661079,0.729999,0.0751804,0.923796,0.497128,0.339109,0.375498,0.174123,0.707315,0.680616,0.462589,0.543359,0.322794,0.197823,0.185916,0.876995,0.952471
